test_id,test_name,attr_id,attr_name,unique
10664,Blood Film (PBF),13428.0,RBC,"['Normocytic normochromic.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC & few elongated cells with rouleaux.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, \nfew pencil form, target cells with rouleaux.'
 'Anisochromia with anisocytosis.'
 'Normocytic normochromic with fair number of target cells.'
 'Anisochromic anisocytosis with rouleaux.'
 'Normocytic normochromic with increased erythrocytes distribution.'
 'Anisochromic anisocytosis.'
 'Hypochromic microcytic with few target cells and elongated cells.'
 'Anisocytic anisochromic.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, \nfew pencil form, some target cells.'
 'Anisochromia with anisocytosis and many target cells and elongated cells.'
 'Normocytic normochromic red cells with few fragmented cells are noted.'
 'Normocytic normochromic mild rouleaux.' 'Microcytic normochromic.'
 'Normocytic normochromic with mild rouleaux.'
 'Anisopoikilocytosis with some microcytes and few target cells with rouleaux.'
 'Normocytic normochromic with rouleaux.'
 'Anisocytic anisochromic with rouleaux.'
 'Normocytic normochromic with increased rouleaux.'
 'Anisochromic with microcytosis.' 'Hypochromic microcytic.'
 'Microcytic hypochromic with few elongated cell.'
 'Anisochromic with microcytosis and some target cells.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form and target cells with rouleaux.'
 'Hypochromic microcytic with fair number of elongated cell.'
 'Anisocytic anisochromic with few microcytes and rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, few target cells also seen with rouleaux.'
 'Dimorphic blood picture.'
 'Anisochromic anisocytosis with some microcytes with rouleaux.'
 'Mild anisopoikilocytosis microcytic hypochromic red cells, few pencil form, tear drop cells and target cells.'
 'Normocytic normochromic with some target cell.'
 'Anisochromic anisocytosis including microcytic normocytic.'
 'Normocytic normochromic.(HGB- 18.7 g/dl, RBC-7.44 [10^6/uL], HCT-58.9 %)'
 'Microcytic and hyppochromic cells, Few target cells.'
 'Moderate anisopoikilocytosis, hypochromic microcytic red cells, few pencil form, target cells.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form, target cells'
 'Anisochromic anisocytosis including normocyte and schistocyte.'
 'Moderate anisopoikilocytosis, hypochromic microcytic red cells, few pencil form with rouleaux.'
 'Anisochromic anisocytosis with mild rouleaux.'
 'Hypochromic microcytic with few elongated cell.'
 'Anisochromic anisocytosis with few target cells with rouleaux.'
 'Normocytic normochromic with plenty target cell.'
 'Microcytic hypochromic with fair number of elongated cell.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, few target cells, tear drop cells, occasional fragmented cells also seen.'
 'Normocytic normochromic with marked rouleaux.'
 'Normochromic normocytic with marked rouleaux.'
 'Anisochromic anisocytosis with marked agglutination and fair number of nRBC.'
 'Normochromic normocytic with rouleaux.'
 'Anisochromic anisocytosis with few microcytes.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some target cells, elongated cells, occasional polychromatic cells also seen with rouleaux.'
 'Microcytic hypochromic RBC, some target cells with mild rouleaux.'
 'Hypochromic microcytic with a fair number of target cell.'
 'Anisochromia with microcytosis.'
 'Anisopoikilocytosis with some microcytes, thick target cells, few elongated cells and occasional macrocytes also seen.'
 'Normochromic normocytic with increase rouleaux.'
 'Anisochromic anisocytosis with some microcytic hypochromic RBC with rouleaux.'
 'Anisocytic anisochromic with few target cells.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, few pencil cells, target cells also seen with rouleaux.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC and few target cells.'
 'Normocytic normochromic with mild, rouleaux.'
 'Anisopoikilocytosis with good number of macrocytes, some thick target cells and few microcytes also seen with marked rouleaux.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC , few  target cells & elongated cells also seen with rouleaux.'
 'Anisopoikilocytosis with some microcytes, few elongated cells and macrocytes also seen with rouleaux.'
 'Macrocytic normochormic.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, few elongated cells & macrocytes also seen with rouleaux.'
 'Anisopoikilocytosis with some microcytes and few elongated cells also seen with rouleaux.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form, some target cells.'
 'Anisochromic anisocytosis with few microcytes with rouleaux.'
 'Anisochromic anisocytosis with few elongated cells.'
 'Mild anisopoikilocytosis microcytic hypochromic red cells, few pencil form, tear drop cells and target cells with mild rouleaux.'
 'Dimorphic blood picture with few target cells and elongated cells.'
 'Anisochromic anisocytosis including normocyte and macrocyte.'
 'Anisochromic anisocytic including normocyte, microcyte, elongated cell and teardrop cell.'
 'Normocytic normochromic with increase rouleaux.'
 'Moderate anisopoikilocytosis, hypochromic, microcytic red cells, few pencil form cells, target cells.'
 'Anisochromic with mild microcytosis.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC with rouleaux.'
 'Anisochromic anisocytic including microcytic, normocytic and elongated cell.'
 'Anisochromic and anisocytic with rouleaux.'
 'Hypochromic microcytic with fair number of elongated cell and target cell.'
 'Moderate anisocytosis hypochromic microcytic red cells with marked rouleaux.'
 'Anisochromic anisocytic including macrocyte and normocyte.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some target cells, few elongated cells, few fragmented cells, polychromatic cells also seen.'
 'Anisochromic anisocytosis including normocyte, target cell, spherocyte and polychromatic macrocyte.'
 'Mild anisopoikilocytosis hypochromic microcytic red cells few pencil form with mild rouleaux.'
 'Anisopoikilocytosis with some microcytes and rouleaux.'
 'Anisochromic anisocytosis'
 'Anisochromic anisocytosis with some target cells.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, few elongated cells, target cells also seen with rouleaux.'
 'Hypochromic microcytosis with fair number of elongated cells and target cells.'
 'Anisochromic anisocytic.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, elongated cells, teardrop cells, few macrocytes also seen with rouleaux.'
 'Anisocytic anisochromic including normocyte, macrocyte with increase rouleaux.'
 'Normocytic normochromic with few elongated cell.'
 'Normocytic normochromic with mild rouleaex.'
 'Anisochromic anisocytosis with few target cells.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC & target cells, occasional fragmented cells & elongated cells also seen with rouleaux.'
 'Gross anisopoikilocytosis, hypochromic microcytic red blood cells with few pencil form, \ntear drop cells and target cells.'
 'Hypochromic microcytosis with some target cells and elongated cells.'
 'Anisopoikilocytosis with many target cells, some fragmented cells and few elongated cells also seen with rouleaux.'
 '(Haemoglobin-9.0 g/dL)\nNormocytic normochromic.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC and few elongated cells also seen with rouleaux.'
 'Hypochromic microcytes.'
 'Mild anisopoikilocytosis hypochromic microcytic red cells, few pencil form cells with mild rouleaux.'
 'Microcytic hypochromic anaemia, moderate with rouleaux.'
 'Normocytic normochromic with fair number of thick target cells and increased rouleaux.'
 'Anisopoikilocytosis with some microcytes, few elongated cells, occasional target cells and rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, acanthocytes, occasional target cells with rouleaux.'
 'Mild anisopoikilocytosis, hypochromic mcirocytic red cells, occasional pencil form and some target cells.'
 'Anisopoikilocytosis with mild microcytosis.'
 'Hypochromic microcytic with a fair number of target cells and elongated cells.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, elongated cells, acanthocytes, occasional fragmented cells with rouleaux.'
 'Anisopoikilocytosis with many microcytes.'
 'Anisopoikilocytosis with some microcytes, few target cells, acanthocytes with rouleaux.'
 'Anisopoikilocytosis with some microcytes with rouleaux.'
 'Hypochromic microcytic with fair number of nucleated RBC.'
 'Anisochromic anisocytic with some microcytes and rouleaux.'
 'Normochromic normocyitc.' 'Normochromic normocytic.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, few target cells, acanthocytes, macrocytes occasional fragmented cells also seen.'
 'Normochromic normocytic with fair number of schistocyte, crenated cell and few target cell.'
 'Normochromic normocytic with few acanthocyte.'
 'Mild anisopoikilocytosis hypochromic microcytic red cells with few pencil form cells with realoux.'
 'Anisopoikilocytosis with many microcytes, good number of macrocytes, few elongated cells and rouleaux.'
 'Normocytic Normochromic with realoux.'
 'Anisopoikilocytosis with microcytic hypochromic red blood cells. Some elongated cells, acanthocytes, occasional fragmented cells with rouleaux.'
 'Normocytic normochromic'
 'Anisochromic anisocytosis including normocytic & macrocytes'
 'Gross anisopoikilocytosis, hypochromic microcytic red cells, few pencil form, many target cells, occasional fragmented cells.'
 'Normocytic normochromic.\nMild anisopoikilocytosis, hypochromic microcytic red cells, few pencil form.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, elongated cells, macrocytes with rouleaux.'
 'Anisocytic anisochromic including normocyte, target cell and few polychromatic macrocyte.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, elongated cells, few target cells also seen.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells,few pencil form & target cells with mild rouleaux.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC and occasional target cells also seen with rouleaux.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, few elongated cells, occasional fragmented cells, macrocytes also seen.'
 'Haemoglobin : 7.5      ESR : >140\nNormocytic normochromic with marked rouleaux.'
 'Anisochromic anisocytosis with some microcytes and rouleaux.'
 'Hypochromic microcytic with fair number of target cell.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, good number of elongated cells, target cells, fragmented cells, few acanthocytes, tear drop cells, pencil cells also seen.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC and few target cells also seen.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, pencil cells, target cells, occasional tear drop cells, fragmented cells, acanthocytes also seen with rouleaux.'
 'Normocytic normochromic.\n(Haemoglobin- 17.0 g/dL, HCT-51.0 %)'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some fragmented cells, few elongated cells, nRBC, microsperocytes also seen.'
 'Hypochromic microcytosis with a fair number of elongated cells.'
 'Anisochromic anisocytic including normocyte, target cell, echynocyte, spherocyte, polychromatic macrocyte, schistocyte and occasional nRBC.'
 'Anisochromic and anisocytic with some microcytes with rouleaux.'
 'Normochromic normocytic with mild rouleaux.'
 'Anisochromic anisocytic including normocyte and macrocyte.'
 'Anisochromic and anisocytic with some target cells.'
 'Anisopoikilocytosis with many macrocytes.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form and target cells with mild rouleaux.'
 'Anisochromic anisocytosis with fair number of target cell.'
 'Normocytic normochromic with few target cell.'
 'Anisocytic anisochromic including normocyte, macrocyte and spherocyte.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form and target cells.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form, target cells with mild rouleaux.'
 'Macrocytic normochromic with few schistocytes and tear drop cell.'
 'Anisochromic anisocytosis with some microcytic RBC  with rouleaux.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells,few pencil form, target cells with mild rouleaux.'
 'Dimorphic blood picture with some target cells.'
 'Mild anisopoikilocytosis hypochromic microcytic red cells few pencil form and some target cells with mild rouleaux.'
 'Hypochromic microcytic with plenty target cell.'
 'Anisopoikilocytosis with microcytic hypochromic RBC, few elongated cells, occasional target cells also seen with rouleaux.'
 'Anisochromia with microcytosis and few target cells and elongated cells.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, some target cells, few elongated cells, teardrop cells also seen.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC and few elongated cells.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some target cells, few elongated cells & macrocytes with rouleaux.'
 'Gross anisopoikilocytosis hypochromic microcytic red cells, few pencil form cells, target cells with mild rouleaux.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form, some target cells with mild rouleaux.'
 'Gross anisopoikilocytosis hypochromic microcytic red cells, few pencil form and some target cells.'
 'Microcytic hypochromic anaemia mild with rouleaux.'
 'Normocytic normochromic with fair number of crenated cell.'
 'Hypochromic microcytic with fair number of target cells.'
 'Anisochromic anisocytosis including normocyte and microcyte.'
 'Normocytic normochromic with increased rouleaux'
 'Normocytic normochromic with fair number of acanthocyte, echinocyte and schistocyte.'
 'Anisochromic anisocytic including normocyte, schistiocyte, acanthocyte, echinocyte and few target cell.'
 'Normochromic normocytic with fair number of thick target cell and acanthocyte.'
 'Normocytic normochromic with rouleaux'
 'Normochromic normocytic with few nRBC.'
 'Hypochromic microcytic with fair number of target cell and occasional nRBC.'
 'Mild anisopoikilocytosis, hypochromic microcytic red cells and few pencil form.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, elongated cells, target cells few polychromatic cells, also seen rouleaux.'
 'Anisopoikilocytosis with some thick target cells & few macrocytes, acanthocytes also seen.'
 'Anisochromic anisocytosis including normocyte, spherocyte and polychromatic macrocyte.'
 'Anisopoikilocytosis with some macrocytes, few elongated cells, thick target cells & occasional acanthocytes also seen.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, few elongated cells, occasional fragmented and target cells also seen.'
 'Anisopoikilocytosis with few microcytes with rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, occasional fragmented cells & target cells also seen.'
 'Anisochromic and anisocytosis.'
 'Normocytic normochromic with fair number of spherocyte, schistocyte and target cell.'
 'Hypochromic microcytosis with some elongated and target cells.'
 'Hypochromic microcytosis with target cells and few fragmented cells.'
 'Hypochromic microcytic with fair number of elongated cells.'
 'Anisopoikilocytosis with some microcytes, few elongated cells & macrocytes with rouleaux.'
 'Anisopoikilocytosis with some macrocytes, few microcytes also seen with rouleaux.'
 'Microcytic hypochromic.'
 'Anisopoikilocytosis with some microcytes, few elongated cells , thick target cells & macrocytes and occasional acanthocytes also seen with rouleaux.'
 'Anisochromic anisocytosis few target cells with rouleaux.'
 'Microcytic hypochromic anaemia.'
 'Gross anisopoikilocytosis with mild rouleaux hypochromic microcytic red cells, some target cells few pencil form tear drop cells.'
 'Anisochromic anisocytosis with few target cell.'
 'Gross anisopoikilocytosis hypochromic microcytic red cells, few pencil form, target cells with rouleaux.'
 'Anisopoikilocytosis with many microcytes, few elongated cells & macrocytes also seen with rouleaux.'
 'Normocytic normochromic with few target cells.'
 'Anisochromic anisocytosis including spherocytes, polychromatic macrocyte, nRBC with marked agglutination.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, few polychromatic cells, occasional fragmented cells also seen with reduced enythrocytes distribution.'
 'Anisochromic anisocytosis with some microcytic hypochromic RBC and good number of target cells, few elongated cells, pencil cells also seen with rouleaux.'
 'Moderate anisopoikilocytosis hypochromic microcytic red cells, few pencil form and  target cells.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, occasional acanthocytes also seen with rouleaux.'
 'Normocytic normochromic with some target cells.'
 'Anisopoikilocytosis with some microcytes, few elongated cells and macrocytes with rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, few target cells with rouleaux.'
 'Anisopoikilocytosis with some microcytes, macrocytes and rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some macrocytes, few target cells with rouleaux.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC.'
 'Anisopoikilocytosis with some microcytic hypochromic RBC, few elongated cells, occasional acanthocytes also seen with rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, target cells, few fragmented cells, teardrop cells also seen with rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, some elongated cells, acanthocytes, pencil cells, few macrocytes with rouleaux.'
 'Anisopoikilocytosis with some microcytes, few elongated cells and macrocytes, occasional thick target cells also seen with rouleaux.'
 'Anisopoikilocytosis with many microcytic hypochromic RBC, few elongated cells, target cells, occasional polychromatic cells with Rouleaux.']"
10664,Blood Film (PBF),13429.0,Comment,"['Non specific morphology.'
 'Moderate microcytic hypochromic anaemia with mild neutrophilia.'
 'Compatible with anaemia of chronic disease.' 'Non specific findings.'
 'Neutrophil leucocytosis.' 'Mild neutrophilia.' 'Normal blood film.'
 'Mild erythrocytosis.' 'Thrombocytopenia.' 'Mild thrombocytopenia.'
 'Microcytic hypochromic anaemia.' 'Leucocytosis.'
 'Microcytic hypochromic anaemia, moderate with leucocytosis.'
 'Microcytosis.' 'Moderate degree of normochromic normocytic anaemia.'
 'Bicytopenia.' 'Microcytic blood picture.'
 'Microcytic blood picture with neutrophil leucocytosis.'
 'Mild normocytic normochromic anaemia.' 'Normocytic anaemia.'
 'Hypochromic microcytic anaemia.'
 'Hypochromic microcytic anaemia, suggestive of iron deficiency anaemia.'
 'Microcytic hypochromic anaemia, moderate.'
 'Suggestive of recent viral infection.'
 'Hypochromic microcytic anaemia with neutrophil leucocytosis.'
 'Moderate microcytic hypochromic anaemia.' 'Combined deficiency anaemia.'
 'Eosinophilia.' 'Features are consistent with recent viral infection.'
 'Microcytic hypochromic anaemia, mild.'
 'Normocytic anaemia with neutrophilic leucocytosis.'
 'Normocytic normochromic anaemia.'
 'Dimorphic anaemia with neutrophil leucocytosis.' 'Neutrophilia.'
 'Compatible with polycythemia with neutrophil leucocytosis with thrombocytosis.'
 'Marked neutrophil leucocytosis with shift to left and erythrocytosis.'
 'Neutrophil leucocytosis, Mild.' 'Mild microcytic hypochromic anaemia.'
 'Microcytic hypochromic anemia, moderate.'
 'Normocytic normochromic anaemia, mild.'
 'Features are suggetive of microangiopathic hemolytic anemia with thrombocytopenia.'
 'Mild eosinophilia.'
 'Hypochromic microcytic anaemia with thrombocytosis.'
 'Compatible with anaemia of chronic disease with neutrophil leucocytosis.'
 'Normocytic normochromic anaemia, moderate.'
 'Microcytic hypochromic anaemia, mild.\nAdvice: Serum iron profile and Ferritin.'
 'Normochromic normocytic anaemia, mild.'
 'Mild normochromic normocytic anaemia with neutrophil leucocytosis.\nAdvice: Correlate clinically. Serum ferritin.'
 'Moderate microcytic hypochromic anaemia.\nAdvice: Serum ferritin and folate assay.'
 'Compatible with anaemia of chronic disease.\nAdvie: Serum ferritin.'
 'Compatible with anaemia of chronic disease and thrombocytopenia. \nAdvice: Serum ferritin.'
 'Non specific morphology'
 'Features are consistent with cold haemagglutinin disease with thrombocytopenia.'
 'Normochromic normocytic anaemia, severe with thrombocytopenia.'
 'Mild microcytosis.' 'Thrombocytosis.'
 'Severe microcytic hypochromic anaemia.'
 'Microcytic blood picture with eosinophilia.' 'Non specific findins.'
 'Mild neutrophil leucocytosis.'
 'Mild normocytic normochromic anaemia with neutrophil leucocytosis.'
 'Compatible with anaemia of chronic disease.\n\nAdvice: Serum ferritin'
 'Hypochromic microcytic anaemia with neutrophilic leucocytosis.'
 'Hypochromic microcytic anaemia suggestive of iron deficiency anaemia.'
 'Hypochromic microcytic anaemia with eosinophilia, suggestive of iron deficiency anaemia.'
 'Mild dimorphic anaemia with thrombocytosis.'
 'Compatible with anaemia of chronic disease with thrombocytopenia.'
 'Neutropenia.'
 'Mild normocytic normochromic anaemia with mild neutrophilia.'
 'Non specific  findings.' 'Leucopenia.'
 'Mild normochromic normocytic anaemia.'
 'Moderate normocytic normochromic anaemia.' 'Mild leucocytosis.'
 'See description please.' 'Mild monocytosis.'
 'Relative lymphocytosis and thrombocytopenia.'
 'Moderate combined deficiency anaemia.'
 'Microcytosis.\nAdvice : Correlate clinically.\n            Serum Ferritin'
 'Moderate combined deficiency anaemia with neutrophil leucocytosis with thrombocytopenia.\nAdvice: Serum Vit B12 and folate assay.'
 'Macrocytic anaemia.'
 'Moderate normocytic normochromic anaemia with neutrophil leucocytosis.'
 'Mild dimorphic anaemia with neutrophilia,'
 'Mild microcytic hypochromic anaemia with neutrophil leucocytosis.'
 'Neutrophil leucocytosis, mild.'
 'Mocrocytic hypochromic anaemia, moderate with thrombocytosis.'
 'Compatible with anaemia of chronic disease with neutrophil leucocytosis, mild.'
 'Marked neutrophil leucocytosis with mild shift to left.'
 'Mild microcytic hypochromic anaemia with neutrophilia.'
 'Combined deficiency anaemia with neutrophil leucocytosis.'
 'Dimorphic anaemia.'
 'Dimorphic anaemia with teardrop poikilocytosis and neutrophil leucocytosis.'
 'Normocytic anaemia with thrombocytopenia.'
 'Mild microcytic blood picture.' 'Mild leucopenia.'
 'Mild normochromic normocytic anaemia with mild neutrophillia.'
 'Dimorphic anaemia with thrombocytosis.'
 'Moderate microcytic hypochromic anaemia with mild lymphocytosis and thrombocytosis features are suggestive of hereditary hemolytic anaemia.'
 'Dimorphic anaemia with neutrophil leucocytosis and thrombocytopenia.'
 'Normocytic anaemia with neutrophil leucocytosis & Thrombocytosis.'
 'Normocytic normochromic anaemia with neutrophil leucocytosis.'
 'Microcytic hypochromic anaemia, Mild.'
 'Mild normocytic normochromic anaemia with thrombocytopenia.'
 'Mild relative lymphocytosis.'
 'Suggestive of acute lymphoblastic leukaemia.'
 'Macrocytic anaemia with thrombocytopenia.'
 'Microcytic hypochromic anaemia,severe.'
 'Normocytic normochromic anaemia with eosinophilia.'
 'Mild normocytic normochromic anaemia with relative lymphocytosis.'
 'Mild normocytic normochromic anaemia with neutrophilia.'
 'Normocytic normochromic anaemia with leucocytosis, mild.'
 'Neutrophil leucocytosis.\nNormocytic normochromic anaemia.'
 'Normocytic normochromic anaemia with neutrophil leucocytosis, mild with thrombocytopenia.'
 'Leucocytosis and eosinophilia.'
 'Normocytic normochromic anaemia with neutrophil leucocytosis, mild.'
 'Normocytic anaemia with features of active infection.'
 'Hypochromic microcytic anaemia with thrombocytopenia.'
 'Compatible septicemia with normocytic normochromic anaemia, moderate.'
 'Mild microcytic hypochromic anaemia.\n\nAdvice: Correlate clinically and serum ferritin.'
 'Compatible with anaemia of chronic disease.   Advice : Serum ferritin.'
 'Microcytic hypochromic anaemia with leucocytosis, mild.\nAdvice: Iron profile.'
 'Moderate normocytic normochromic anaemia with relative lymphocytosis.'
 'Normochromic normocytic anaemia, moderate.'
 'Leucopenia with thrombocytopenia.'
 'Normocytic normochromic anaemia. \nNeutrophil leucocytosis.'
 'Mild leucocytosis and microcytosis.'
 'Moderate microcytic hypochromic anaemia with neutrophil leucocytosis & thrombocytosis.'
 'Leucoerythroblastic blood picture with thrombocytopenia.'
 'Neutrophil leucocytosis with eosinophilia.'
 'Normocytic anaemia with significant dysplasia.'
 'Normocytic anaemia with increase rouleaux suggestive of anaemia of chronic disease.'
 'Mild dimorphic anaemia with neutrophilia and thrombocytopenia.'
 'Features are consistent with septicaemia.'
 'Normocytic anaemia with neutrophil leucocytosis and thrombocytopenia.'
 'Compatible with anaemia of chronic disease with relative lymphocytosis.'
 'Neutrophil leucocytosis,mild'
 'Moderate dimorphic anaemia with neutrophilia with thrombocytosis.'
 'compatible with anaemia of chronic disease.'
 'Mild microcytic hypochromic anaemia' 'Pancytopenia.' 'Dimorphic anaemia'
 'Microcytic hypochromic anaemia, severe.'
 'Mild combined deficiency anaemia.' 'Combined deficiency anemia.'
 'Moderate microcytic hypochromic anaemia with neutrophil leucocytosis and thrombocytosis.'
 'Hypochromic microcytic anaemia, suggestive of hereditary hemolytic anaemia.'
 'Moderate microcytic hypochromic anaemia.   Advice: Serum ferritin and HB electrophoresis.'
 'Compatible with anaemia of chronic disease.\nAdvice: S. ferritin.'
 'Moderate microcytic hypochromic anaemia.\n\nAdvice: Serum ferritin and reticulocyte count.'
 'Normocytic normochromic anaemia.\nLeucopenia.'
 'Moderate haemolytic anaemia with neutrophilia and thrombocytopenia.\nAdvice: Reticulocyte count and Hb electrophoresis.'
 'Compatible with anaemia of chronic disease.\nAdvice: Serum ferritin.'
 'Neutrophilic leucocytosis.' 'Acute Leukaemia.'
 'Features are consistent with microangiopathic hemolytic anaemia with active infection.'
 'Normocytic anaemia, suggestive of anaemia of chronic disease.'
 'Relative lymphocytosis.'
 'Normocytic anaemia with neutrophil leucocytosis.'
 'Leucopenia with some reactive lymphocytes.' 'Mild macrocytic anaemia.'
 'Microcytic hypochromic anaemia with eosinophilia, mild.'
 'Dimorphic anaemia with neutrophilia and thrombocytopenia.'
 'Neutrophil leucocytosis and normocytic normochromic anaemia.'
 'Dimorphic anaemia with thrombocytopenia.' 'Lymphocytosis, mild.'
 'Mild leucopenia with normocytic normochromic anaemia, moderate.'
 'Mild microcytic hypochromic anaemia with thrombocytosis.'
 'Mild normocytic normochromic anaemia with mild leucocytosis.'
 'Mild normochromic normocytic anaemia with neutrophil leucocytosis.'
 'Lymphocytosis.' 'Moderate dimorphic anaemia.'
 'Thrombocytopenia with some reactive lymphocytes.'
 'Normocytic anaemia with neutrophil leucocytosis having features of active infection.'
 'Compatible with anaemia of chronic disease with pancytopenia.'
 'Thrombocytopenia with normocytic normochromic  anaemia, mild.'
 'Mild leucocytosis with thrombocytosis.'
 'Leucocytosis with lymphocytosis.'
 'Normocytic anaemia with increase rouleaux.\nSuggestive of anaemia of chronic disease.'
 'Mild neutrophillia.' 'Normocytic anaemia with eosinophilia.'
 'Hypochromic microcytic anaemia with thrombocytosis.\nSuggestive of iron deficiency anaemia.'
 'Moderate dimorphic anaemia with neutrophilia & thrombocytopenia.'
 'Neutrophilic leucocytosis with thrombocytopenia.'
 'Dimorphic anaemia suggestive of immune hemolytic anemia.'
 'Mild normocytic normochromic anaemia with thrombocytopenia.\nAdvice : Serum Ferritin, Serum Vit B12 & Folate assay.'
 'Moderate normocytic normochromic anaemia with mild leucocytosis.'
 'Severe microcytic hypochromic anaemia.\n\nAdvice: Serum ferritin and Hb electrophoresis.'
 'Mild microcytic hypochromic anaemia with mild eosinophilia.'
 'Suggestive of microangiopathic hemolytic anemia with thrombocytopenia.'
 'Microcytic hypochromic anaemia with marked neutrophil leucocytosis and shift to left.(leukemoid reaction)'
 'Anaemia of chronic disease.'
 'Moderate combined deficiency anaemia with neutrophil leucocytosis.'
 'Hypochromic microcytic anaemia. Suggestive of iron deficiency anaemia.'
 'Moderate dimorphic anaemia with neutrophil leucocytosis.'
 'Mild normocytic normochromic anaemia with mild neutrophillia.'
 'Normocytic anemia with neutrophil leucocytosis.'
 'Severe dimorphic anaemia with neutrophilia.'
 'Features are consistent with cold haemagglutinin disease and thrombocytopenia.'
 'Severe hemolytic anaemia with neutrophilia.'
 'Reactive lymphocytes seen.' 'Leucopenia with lymphocytosis.'
 'Combined deficiency anaemia.\nEosinophilia.'
 'Hypochromic microcytic anaemia with neutrophil leucocytosis and thrombocytosis.'
 'Lymphopenia.' 'Marked neutrophil leucocytosis with shift to left.'
 'Normal blood film'
 'Normocytic anaemia with increased rouleaux, suggestive of anaemia if chronic disease.'
 'Hypochromic microcytic anaemia suggestive of hereditary haemolytic anaemia.'
 'Moderate combined deficiency anaemia with mild leucocytosis.'
 'Mild combined deficiency anaemia with thrombocytopenia.'
 'Severe combined deficiency anaemia with neutrophil leucocytosis.']"
10666,PRP/Unit (more than 10ml),13433.0,2. Anti HCV,['Negative']
10666,PRP/Unit (more than 10ml),13434.0,4. Syphilis (VDRL),['Non Reactive']
10666,PRP/Unit (more than 10ml),13435.0,5. Malarial Parasite (ICT),['Negative']
10666,PRP/Unit (more than 10ml),13436.0,Unit :,['1 Unit']
10666,PRP/Unit (more than 10ml),13438.0,Blood Group :,"['""AB""']"
10666,PRP/Unit (more than 10ml),13439.0,Rh Type :,['Positive']
10666,PRP/Unit (more than 10ml),13441.0,Donor Name :,['Ahsan']
10666,PRP/Unit (more than 10ml),13442.0,Age :,['42 Yrs']
10666,PRP/Unit (more than 10ml),13443.0,Gender :,['Male']
10666,PRP/Unit (more than 10ml),13444.0,Blood Component :,['PRBC']
10666,PRP/Unit (more than 10ml),13445.0,Cross Match with donor :,['Compatible']
10666,PRP/Unit (more than 10ml),13447.0,1. HBsAg,['Negative']
10689,Glucose 2hrs After Dinner Blood,13477.0,Corresponding urine sugar,['N/S']
10690,PLC/Unit,13479.0,Unit :,['1 Unit']
